id,name_of_work,content,source,split
tiny_story:181507,TinyStory 181507,"Once there was a girl who wanted to swim. She was very obedient and had brought a folder with her to the beach. She couldn't wait to jump into the ocean and have some fun.

When she got there, she put on her swimming suit and grabbed her folder. Then she ran to the water. She laughed and yelled as she splashed around in the warm, blue waves. 

After swimming for a while, the girl got tired and went back to the beach. She carefully dried off and changed back into her clothes. Then she put her folder into her bag and headed home. 

The girl was so happy that she had obeyed her parents and gone swimming. She knew it was a great way to have fun and stay healthy. She couldn't wait to come back and swim again!",tiny_story,calib
tiny_story:1133027,TinyStory 1133027,"Once upon a time, there was a family who had a special dish. It smelt so delicious that it made everyone in town very envious. Every day, the family would settle down to eat the dish. All the family members always enjoyed the dish. One day, the family decided to share their dish with the people in town. So they put it in the middle of the town square. Everyone gathered around the dish and settled down to enjoy it. It was so delicious that everyone wanted to have it. Everyone was happy and settled down to eat the dish together. The end.",tiny_story,calib
tiny_story:1689901,TinyStory 1689901,"The young boy marched through the forest with his flashlight. He seemed so brave to the creatures of the forest, and they all watched him march.

The young boy found a lake. He bent down and looked into the lake. The little boy was surprised to see a frog. It was smiling up at him!

The boy pointed his flashlight at the frog and said: ""Hello frog! What are you doing here?""

The frog smiled and said: ""I'm just enjoying the moonlight. Would you like to join me?""

The young boy smiled and said: ""Yes! I'd love to join you!"" So the young boy and the frog enjoyed the moonlight together. The forest creatures watched them and smiled.",tiny_story,calib
tiny_story:1431893,TinyStory 1431893,"Once upon a time, there was a bunny named Hop. He lived in a big thick forest, and he loved to jump around and explore. But when winter came, the forest got cold and dark. All of the leaves on the trees turned black and blew away.

But still, Hop loved to hop around, even when it was cold and dark. He hopped up and down the hills, looking for something new to explore. He hopped through the trees, over logs, and around the streams.

Suddenly, one cold and dark winter day, Hop spotted something new. He hopped over to find a big, black bird. The bird was singing so quietly, it almost seemed like winter didn't exist. Hop hopped closer and watched the bird for a moment, before moving on.

He hopped around for the rest of the day, exploring all the new places the winter brought. He saw some foxes and rabbits, and the stars came out in the night. Hop had a wonderful time, despite the cold and darkness of winter.",tiny_story,calib
poem_sum:1868,"Bees, So Many Bees by Anna Jackson","After twenty years of marriage, we walked out of the bush and on to a rough dirt road we followed till we saw a pond we might be able to get to. The ground was boggy and buzzing. The pond was thick with weed and slime. It was not the sort of pond anyone would swim in, but we did -- picking and sliding into the water over the bog and bees, bees we suddenly noticed were everywhere, were settling on our hair as we swam, ducks turning surprised eyes our way. After twenty years of marriage what is surprising isn't really so much the person you are with but to find yourselves so out of place in this scene, cold but not able to get out without stepping over bees, so many bees.",poem_sum,calib
poem_sum:1005,Mad Girl's Love Song by Sylvia Plath,"I shut my eyes and all the world drops dead; I lift my lids and all is born again. (I think I made you up inside my head.) The stars go waltzing out in blue and red, And arbitrary blackness gallops in: I shut my eyes and all the world drops dead. I dreamed that you bewitched me into bed And sung me moon-struck, kissed me quite insane. (I think I made you up inside my head.) God topples from the sky, hell's fires fade: Exit seraphim and Satan's men: I shut my eyes and all the world drops dead. I fancied you'd return the way you said, But I grow old and I forget your name. (I think I made you up inside my head.) I should have loved a thunderbird instead; At least when spring comes they roar back again. I shut my eyes and all the world drops dead. (I think I made you up inside my head.)",poem_sum,calib
poem_sum:222,The force that through the green fuse drives the flower by Dylan Thomas,"The force that through the green fuse drives the flower Drives my green age; that blasts the roots of trees Is my destroyer. And I am dumb to tell the crooked rose My youth is bent by the same wintry fever. The force that drives the water through the rocks Drives my red blood; that dries the mouthing streams Turns mine to wax. And I am dumb to mouth unto my veins How at the mountain spring the same mouth sucks. The hand that whirls the water in the pool Stirs the quicksand; that ropes the blowing wind Hauls my shroud sail. And I am dumb to tell the hanging man How of my clay is made the hangman's lime. The lips of time leech to the fountain head; Love drips and gathers, but the fallen blood Shall calm her sores. And I am dumb to tell a weather's wind How time has ticked a heaven round the stars. And I am dumb to tell the lover's tomb How at my sheet goes the same crooked worm.",poem_sum,calib
tiny_story:917014,TinyStory 917014,"Once upon a time there was a girl named Jane. She was three years old and loved to play with her dolls. One day while she was playing, she had an idea. She wanted to make a new dress for one of her dolls.

So Jane found some pretty cloth and began to measure it. But then something awful happened! She accidentally cut it too short.

Jane was so sorry. She tried her best to fix it, but she couldn't. She started to cry.

But then her mom came over and said, ""Don't worry, Jane. We can just measure some more cloth and try again.""

And so Jane measured some new cloth and made a beautiful dress for her doll. She was so happy!

The end.",tiny_story,calib
tiny_story:1985046,TinyStory 1985046,"Once upon a time, there were two friends. They were good friends and liked to play together. One day, they decided to do something special to make their house cleaner. They went to the closet and got a big mask. They wore it and began to clean the house.

They scrubbed the floor and washed the windows. They picked up all the toys and swept the cobwebs away. They even dust the walls and vacuumed the stairs. Everything looked so clean and good.

When they were done, they felt so pleased with themselves. They hugged each other and high fived. They had done a great job of cleaning. Then they removed their masks and went outside to play together.",tiny_story,calib
poem_sum:1812,Sad and Alone by Maurice Manning,"Well, this is nothing new, nothing to rattle the rafters in the noggin, this moment of remembering and its kissing cousin the waking dream. I wonder if I'll remember it? I've had a vision of a woman reclining underneath a tree: she's about half naked and little by little I'm sprinkling her burial mounds with grass. This is the kind of work I like. It lets me remember, and so I do. I remember the time I laid my homemade banjo in the fire and let it burn. There was nothing else to burn and the house was cold; the cigar box curled inside the flames. But the burst of heat was over soon, and once the little roar was done, I could hear the raindrops plopping up the buckets and kettles, scattered out like little ponds around the room. It was night and I was a boy, alone and left to listen to that old music. I liked it. I've liked it ever since. I loved the helpless people I loved. That's what a little boy will do, but a grown man will turn it all to sadness and let it soak his heart until he wrings it out and dreams about another kind of love, some afternoon beneath a tree. Burial mounds--that's hilarious.",poem_sum,calib
tiny_story:695935,TinyStory 695935,"One sunny day, a little girl named Lily went to the park with her mom. They sat down on a bench and shared some grapes. ""Mommy, can we drive to the store and get more grapes?"" asked Lily. ""Sure, we can go for a drive and get some more grapes,"" replied her mom.

So, they got into their car and drove to the store. They found some really juicy grapes that were rich in flavor. ""These grapes are so yummy!"" said Lily. ""Yes, they are very delicious,"" agreed her mom.

On the way back home, they saw a big truck driving on the road. ""Look, Mommy! That truck is so big!"" exclaimed Lily. ""Yes, it is a very big truck,"" said her mom. When they got home, they enjoyed their grapes and talked about their fun drive to the store.",tiny_story,calib
poem_sum:1565,As I Walked Out One Evening by W.H. Auden,"As I walked out one evening, Walking down Bristol Street, The crowds upon the pavement Were fields of harvest wheat. And down by the brimming river I heard a lover sing Under an arch of the railway: 'Love has no ending. 'I'll love you, dear, I'll love you Till China and Africa meet, And the river jumps over the mountain And the salmon sing in the street, 'I'll love you till the ocean Is folded and hung up to dry And the seven stars go squawking Like geese about the sky. 'The years shall run like rabbits, For in my arms I hold The Flower of the Ages, And the first love of the world.' But all the clocks in the city Began to whirr and chime: 'O let not Time deceive you, You cannot conquer Time. 'In the burrows of the Nightmare Where Justice naked is, Time watches from the shadow And coughs when you would kiss. 'In headaches and in worry Vaguely life leaks away, And Time will have his fancy To-morrow or to-day. 'Into many a green valley Drifts the appalling snow; Time breaks the threaded dances And the diver's brilliant bow. 'O plunge your hands in water, Plunge them in up to the wrist; Stare, stare in the basin And wonder what you've missed. 'The glacier knocks in the cupboard, The desert sighs in the bed, And the crack in the tea-cup opens A lane to the land of the dead. 'Where the beggars raffle the banknotes And the Giant is enchanting to Jack, And the Lily-white Boy is a Roarer, And Jill goes down on her back. 'O look, look in the mirror, O look in your distress: Life remains a blessing Although you cannot bless. 'O stand, stand at the window As the tears scald and start; You shall love your crooked neighbour With your crooked heart.' It was late, late in the evening, The lovers they were gone; The clocks had ceased their chiming, And the deep river ran on.",poem_sum,calib
poem_sum:1818,The Listeners by Walter de la Mare,"'Is there anybody there?' said the Traveller, Knocking on the moonlit door; And his horse in the silence champed the grasses Of the forest's ferny floor: And a bird flew up out of the turret, Above the Traveller's head: And he smote upon the door again a second time; 'Is there anybody there?' he said. But no one descended to the Traveller; No head from the leaf-fringed sill Leaned over and looked into his grey eyes, Where he stood perplexed and still. But only a host of phantom listeners That dwelt in the lone house then Stood listening in the quiet of the moonlight To that voice from the world of men: Stood thronging the faint moonbeams on the dark stair, That goes down to the empty hall, Hearkening in an air stirred and shaken By the lonely Traveller's call. And he felt in his heart their strangeness, Their stillness answering his cry, While his horse moved, cropping the dark turf, 'Neath the starred and leafy sky; For he suddenly smote on the door, even Louder, and lifted his head:-- 'Tell them I came, and no one answered, That I kept my word,' he said. Never the least stir made the listeners, Though every word he spake Fell echoing through the shadowiness of the still house From the one man left awake: Ay, they heard his foot upon the stirrup, And the sound of iron on stone, And how the silence surged softly backward, When the plunging hoofs were gone.",poem_sum,calib
poem_sum:1284,"Washington's Monument, February, 1885 by Walt Whitman","Ah, not this marble, dead and cold: Far from its base and shaft expanding--the round zones circling, comprehending, Thou, Washington, art all the world's, the continents' entire--not yours alone, America, Europe's as well, in every part, castle of lord or laborer's cot, Or frozen North, or sultry South--the African's--the Arab's in his tent, Old Asia's there with venerable smile, seated amid her ruins; (Greets the antique the hero new? 'tis but the same--the heir legitimate, continued ever, The indomitable heart and arm--proofs of the never-broken line, Courage, alertness, patience, faith, the same--e'en in defeat defeated not, the same:) Wherever sails a ship, or house is built on land, or day or night, Through teeming cities' streets, indoors or out, factories or farms, Now, or to come, or past--where patriot wills existed or exist, Wherever Freedom, pois'd by Toleration, sway'd by Law, Stands or is rising thy true monument.",poem_sum,calib
poem_sum:60,On Being Human by C.S. Lewis,"Angelic minds, they say, by simple intelligence Behold the Forms of nature. They discern Unerringly the Archtypes, all the verities Which mortals lack or indirectly learn. Transparent in primordial truth, unvarying, Pure Earthness and right Stonehood from their clear, High eminence are seen; unveiled, the seminal Huge Principles appear. The Tree-ness of the tree they know-the meaning of Arboreal life, how from earth's salty lap The solar beam uplifts it; all the holiness Enacted by leaves' fall and rising sap; But never an angel knows the knife-edged severance Of sun from shadow where the trees begin, The blessed cool at every pore caressing us --An angel has no skin. They see the Form of Air; but mortals breathing it Drink the whole summer down into the breast. The lavish pinks, the field new-mown, the ravishing Sea-smells, the wood-fire smoke that whispers Rest. The tremor on the rippled pool of memory That from each smell in widening circles goes, The pleasure and the pang --can angels measure it? An angel has no nose. The nourishing of life, and how it flourishes On death, and why, they utterly know; but not The hill-born, earthy spring, the dark cold bilberries. The ripe peach from the southern wall still hot Full-bellied tankards foamy-topped, the delicate Half-lyric lamb, a new loaf's billowy curves, Nor porridge, nor the tingling taste of oranges. --An angel has no nerves. Far richer they! I know the senses' witchery Guards us like air, from heavens too big to see; Imminent death to man that barb'd sublimity And dazzling edge of beauty unsheathed would be. Yet here, within this tiny, charmed interior, This parlour of the brain, their Maker shares With living men some secrets in a privacy Forever ours, not theirs.",poem_sum,calib
tiny_story:1840501,TinyStory 1840501,"Once upon a time there was a poor, old lady who lived in a tiny shack. She was very lonely, for she had no family or friends to talk to. One day the old lady was outside her shack, crying and weeping. She was feeling so lonely and sad. 

Suddenly, a rich man with a long pole was walking by. He saw the old, poor lady weeping and said, ""Hey little lady, why are you so sad?"" 

The old lady told the man her story and he was filled with sadness. He could not leave her alone, so he gave her the pole that he was holding. The old lady was so thankful but did not know why he had done this kindness.

The man replied, â€œMy pole can help you make money. Use it to make a fishing net and you can use it to catch fish. That way you can sell the fish and make some money.â€ The old lady was so filled with joy and happiness. 

The old lady was thankful for the man's kindness and began using the pole to make fishing nets. She was soon able to make enough money to fill her shack with food and smiles. 

The story of the kind rich man and the old, poor lady teaches us that kindness and generosity are some of the most powerful things in the world. We should never forget to show kindness and compassion to all those in need.",tiny_story,calib
poem_sum:83,We Were Simply Talking by Andrew Hudgins,"We were simply talking, probably work, or relatives or even Christmas presents, when the car slid and I corrected, fishtailed and I corrected, then we were gone, sliding sideways, sliding backward on black ice and staring into the grill of a diesel tractor, also sliding, and in that instant I was ready to die. I saw my wife and was overjoyed that I had married her, though our marriage was already falling apart, and I loved the car, a brown Toyota, loved being warm in the car while it was white, cold, bitter out in the world we'd lost control of. I loved every molecule of breath I wasn't taking, and for the moment I forgave myself every sin and failure of my life, including this ridiculous and undignified early death. The car snapped backward into a frozen ditch. I sat speechless, shaking, my wife speechless also, and a man pulled up, a salesman: You folks okay? Suddenly the car radio roared, and by the car a dog barked wildly and, yes, we were fine. Fine. We were fine. But what was ""fine,"" I wondered, and why do we always, always have to speak?",poem_sum,calib
tiny_story:1426403,TinyStory 1426403,"Lily and Ben were camping with their mom and dad in the woods. They had a big tent where they slept at night. They liked to explore the trees and the flowers and the animals during the day.

One day, they saw a small bird with a broken wing on the ground. It looked sad and scared. Lily and Ben wanted to help the bird. They ran to their mom and dad and told them what they saw.

""Mom, dad, there is a bird that is suffering. It has a bad wing and it cannot fly. Can we help it?"" Lily asked.

""Let's go and see, but we have to be very gentle and careful. The bird might be afraid of us,"" dad said.

They followed Lily and Ben to where the bird was. Mom took a soft cloth and wrapped it around the bird. She lifted it up and held it close to her chest. The bird made a quiet sound.

""Shh, it's okay, little bird. We are not going to hurt you. We are going to take you to our tent and make you feel better,"" mom said.

Lily and Ben smiled. They walked with mom and dad to their tent. They made a cozy nest for the bird with some leaves and grass. They gave it some water and seeds. The bird ate and drank and looked more calm.

""Thank you for helping the bird, mom and dad. You are very kind,"" Lily said.

""Yes, thank you. Maybe the bird will get better soon and fly again,"" Ben said.

They watched the bird for a while. Then they cuddled with mom and dad in their sleeping bags. They fell asleep, dreaming of the bird and the woods.",tiny_story,calib
poem_sum:1324,For My Lover Returning to His Wife by Anne Sexton,"She is all there. She was melted carefully down for you and cast up from your childhood, cast up from your one hundred favorite aggies. She has always been there, my darling. She is, in fact, exquisite. Fireworks in the dull middle of February and as real as a cast-iron pot. Let's face it, I have been momentary. A luxury. A bright red sloop in the harbor. My hair rising like smoke from the car window. Littleneck clams out of season. She is more than that. She is your have to have, has grown you your practical your tropical growth. This is not an experiment. She is all harmony. She sees to oars and oarlocks for the dinghy, has placed wild flowers at the window at breakfast, sat by the potter's wheel at midday, set forth three children under the moon, three cherubs drawn by Michelangelo, done this with her legs spread out in the terrible months in the chapel. If you glance up, the children are there like delicate balloons resting on the ceiling. She has also carried each one down the hall after supper, their heads privately bent, two legs protesting, person to person, her face flushed with a song and their little sleep. I give you back your heart. I give you permission - for the fuse inside her, throbbing angrily in the dirt, for the bitch in her and the burying of her wound - for the burying of her small red wound alive - for the pale flickering flare under her ribs, for the drunken sailor who waits in her left pulse, for the mother's knee, for the stocking, for the garter belt, for the call - the curious call when you will burrow in arms and breasts and tug at the orange ribbon in her hair and answer the call, the curious call. She is so naked and singular She is the sum of yourself and your dream. Climb her like a monument, step after step. She is solid. As for me, I am a watercolor. I wash off.",poem_sum,calib
tiny_story:1267549,TinyStory 1267549,"One day, Mommy saw a wild ant. Mommy wanted to take a closer look, so she slowly closed her eyes. She heard a little scurry, and when she opened her eyes, the wild ant was gone! Mommy looked around for the wild ant for a few minutes, but there was no sign of it.

Mommy was so sad that she missed her chance to see the wild ant up close. But then something amazing happened. Another wild ant scurried across the floor! Mommy quickly closed her eyes again. When she opened them, she saw the wild ant running along the wall. She was so happy!

Mommy watched the wild ant for a few minutes as it ran and scurried around the room. It was so interesting. Then, the wild ant disappeared into a small crack in the wall. Mommy was sad to see the wild ant go, but so thankful she got to watch it up close.",tiny_story,calib
tiny_story:1131039,TinyStory 1131039,"Once there was a girl named Lily. She was three years old. She knew lots of people, but nobody ever seemed too friendly.

But one day, a nice stranger came to talk to her. He smiled and offered her a beautiful flower. He said, ""Lily, I want to give you this flower.""

Lily was confused. She had never seen such a beautiful flower before. She looked at the stranger, then back at the flower, then back at the stranger.

Finally, Lily said thank you and took the flower. She was so happy to have something so special!

The stranger smiled and said, ""You are very welcome! I just wanted to offer you something special."" Then he turned and walked away.

Lily was so happy, she ran inside and showed her mom the flower. It was a beautiful white lily, and Lily smiled and hugged it all day.",tiny_story,calib
tiny_story:947400,TinyStory 947400,"Once upon a time there was a girl who wanted to watch TV. But her mom didn't allow it. This made the girl very frustrated.

She started to cry.

""Mommy,"" she cried, ""please let me watch!""

But her mom said no, explaining she was too young to watch television.

This made the girl even more frustrated. She started to stomp her feet and cry even harder.

Finally, her mom said, ""Okay, you can watch a little bit, but then you have to do something else.""

The girl was so happy! She ran to the TV and began to watch. Her mom smiled at her daughter's joy.

The girl watched her show, and when it was done she thanked her mom. Her mom gave her a hug and said, ""You better get ready for bed now.""

The girl hugged her mom back and went to get ready for bed. She was much less frustrated now that she was allowed to watch TV.",tiny_story,calib
poem_sum:485,The Vast Hour by Genevieve Taggard,"All essences of sweetness from the white Warm day go up in vapor, when the dark Comes down. Ascends the tune of meadow-lark, Ascends the noon-time smell of grass, when night Takes sunlight from the world, and gives it ease. Mysterious wings have brushed the air; and light Float all the ghosts of sense and sound and sight; The silent hive is echoing the bees. So stir my thoughts at this slow, solemn time. Now only is there certainty for me When all the day's distilled and understood. Now light meets darkness: now my tendrils climb In this vast hour, up the living tree, Where gloom foregathers, and the stern winds brood.",poem_sum,calib
tiny_story:1929513,TinyStory 1929513,"Once upon a time, there was a wise old man who lived in a small village. He provided lots of help to all the people who lived there. 

He would listen to their worries and solve their problems. He wasn't just great at giving advice, he was also very generous. He was always willing to provide food and warm clothing to those who needed it. 

The old man showed the villagers the value of kindness and love. He used positive words and acted wisely to everyone he met. His thoughtfulness made everyone in the village so happy and grateful. 

The old man gave everyone an important lesson about life; that it is much more rewarding to help others than to do something for yourself. He showed that the most valuable thing you can give someone is your kindness.",tiny_story,calib
tiny_story:1860999,TinyStory 1860999,"One day there was a yellow dog. His name was Rudy. Rudy was walking around the house looking for something to do. Suddenly he heard a loud noise. It scared him. He ran quickly to the table. It was bigger than him, so he felt safe underneath it.

The noise continued. Rudy was very scared. He wanted to know what it was. He called out for his owner, ""Mommy, what is that noise?"".

Mommy came over and put her hand on Rudy's head. She thought for a moment and then said, ""It's just the washing machine, Rudy. It's nothing to be scared of. Can you hear it?""

Rudy listened carefully and heard the washing machine spinning and humming. He wasn't scared anymore. He felt so happy that he gave Mommy a big kiss and a big hug. 

The end.",tiny_story,calib
tiny_story:1375120,TinyStory 1375120,"Jamie was hungry. She had not eaten anything today. Jamie was looking for something to eat. Then she saw a port. It was big and looked yummy!

Jamie moved closer to inspect the port. She wanted to eat it. But the port was too high for her to reach. She was so sad, she started to cry.

Suddenly, an idea came to Jamie. She thought of a plan! She jumped up and down. Up and down. With every jump, she got a bit higher.

Gradually, Jamie was able to increase her height. After a few jumps, she was tall enough to reach the port. She grabbed it with a big smile and ate it all up.

After she finished, Jamie was feeling full and happy. She went off to play, no longer hungry.",tiny_story,calib
tiny_story:668612,TinyStory 668612,"Tom was a boy who liked to play with his toys. He had a big box of toys in his room. He had cars, trains, dolls, blocks, and books. He also had a feather that he found in the park. He liked to tickle his nose with the feather and make funny noises.

One day, Tom was playing with his feather in his room. He heard a knock on the door. He thought it was his mom or dad. He said, ""Come in!"" But it was not his mom or dad. It was a big, scary monster. The monster had sharp teeth, long claws, and red eyes. The monster saw Tom and his feather. The monster wanted the feather. The monster said, ""Give me the feather, or I will eat you!""

Tom was very scared. He did not want to give the monster his feather. He liked his feather. He said, ""No, this is my feather. Go away!"" He tried to run to the door, but the monster was faster. The monster grabbed Tom and his feather. The monster said, ""Too bad, this is my feather now. And you are my snack!"" The monster opened his mouth and bit Tom. Tom screamed, but no one heard him. The monster ate Tom and his feather. The monster was happy. Tom was gone. The end.",tiny_story,calib
tiny_story:591433,TinyStory 591433,"Once upon a time there was a little boy named Ben. He wanted to make a cake for his friend's birthday, so he asked his mom for help. His mom told him that if he was careful and did not smash the ingredients he could make the cake. Ben was excited and agreed to be careful. 

He mixed the ingredients and placed the cake in the the oven to bake. Then, Ben waited and waited. Finally, after some time, it was time to take out the cake. 

When Ben opened the oven, he found the cake was flipped upside down. Ben was so disappointed and started to cry. He asked his mom, ""Why did the cake flip over? I was careful and I minded what you said!"" 

His mom hugged him and said, ""I know you were careful and minded what I said, but Ben, sometimes things don't go as planned. What's important is that you tried your best and remain flexible. As long as you have a flexible attitude and try your best, even when things don't go as planned, you can still be proud of yourself."" 

Ben smiled, thanked his mom and agreed to remain flexible.

The moral of the story is that even when things don't turn out the way you had hoped, being flexible and trying your best is whatâ€™s most important.",tiny_story,calib
tiny_story:632694,TinyStory 632694,"Ben and Lily were playing in the park. They liked to slide, swing and run. They saw a big pile of leaves. They wanted to jump in it.

""Let's go, Ben!"" Lily said. ""It looks fun!""

They ran to the pile of leaves and jumped in. They laughed and threw leaves in the air. They felt something hard under the leaves. They moved the leaves and saw a skeleton.

""Ah!"" Ben screamed. ""It's a scary skeleton!""

Lily was not scared. She looked at the skeleton. It was brown and had no eyes, nose or hair. It had a big smile.

""It's not scary, Ben,"" Lily said. ""It's just a skeleton. It can't hurt us. Maybe it was a nice person before.""

Ben was still scared. He wanted to run away. He did not like the skeleton.

""No, Lily, it's scary!"" Ben said. ""Let's go away!""

Lily did not want to go. She wanted to hug the skeleton. She thought it was lonely and needed a friend.

""Please, Ben, don't go,"" Lily said. ""Let's hug the skeleton. Maybe it will be happy.""

Ben did not want to hug the skeleton. He thought it was cold and creepy. He did not want to make it happy.

""No, Lily, don't hug it!"" Ben said. ""It might bite you!""

Lily did not listen to Ben. She hugged the skeleton. It did not bite her. It did not move. It just smiled.

""See, Ben, it's not scary,"" Lily said. ""It's nice. You can hug it too.""

Ben looked at Lily and the skeleton. He saw that Lily was happy. He saw that the skeleton was not scary. He felt sorry for the skeleton. He decided to hug it too.

He hugged the skeleton. It did not bite him. It did not move. It just smiled.

""See, Lily, you were right,"" Ben said. ""It's nice. I'm sorry I was scared.""

Lily and Ben hugged the skeleton. They felt happy. They made a new friend. They played with the skeleton and the leaves. They had fun.",tiny_story,calib
tiny_story:1539574,TinyStory 1539574,"Once upon a time, a little girl named Sally was playing in her backyard. She saw a fierce figure passing by. She wondered what it was and asked her mom, ""Mommy, what was that figure?""

Her mom replied, ""That was a wolf, Sally. He's very fierce and he lives in the forest.""

Sally thought of a plan and said, ""I can go pass him and show him I'm brave!""

Her mom shook her head and said, ""No, that would be very dangerous! Wolves can be very fierce and you would not be safe if you passed him.""

Sally was sad, but her mom gave her a hug and said, ""We'll find some other way to show off your bravery.""

So, Sally and her mom thought of a plan and they decided to go on a hike and explore the forest. Sally was very brave, and she was able to explore the forest without getting hurt. She learned all about the fierce figures passing by and she was proud of herself for being so brave.",tiny_story,calib
tiny_story:2088009,TinyStory 2088009,"Once upon a time, there was an old lady. She had a plan to eat lunch with her friend. But then, something unexpected happened. Her friend had to delay their lunch for a little bit.

The old lady was very sad. She waited and waited for her friend. She just wanted to start eating lunch. Finally, the old lady saw her friend coming. They were so happy to see each other.

The old lady and her friend had a lot of fun at lunch. They talked, laughed, and ate lots of delicious food. It was the best lunch they ever had!

The old lady was glad that she didn't have to delay lunch anymore. They had a wonderful time together!",tiny_story,calib
tiny_story:1450159,TinyStory 1450159,"Jill and Tom were twins who liked to play in the garden. One day, they saw a big purple pot on the porch. They wondered what was inside.

""Let's look!"" Jill said.

""No, it's Mom's pot. She said not to touch it."" Tom said.

But Jill did not listen. She ran to the pot and gazed inside. She saw something shiny and round. She reached out to grab it.

""Jill, stop!"" Tom shouted.

But it was too late. The shiny thing was a ball of fire. It burned Jill's hand and made a loud noise. The pot broke into pieces. Mom came out and saw the mess.

""Jill, Tom, what have you done?"" Mom said. She was very angry and sad. She took Jill to the doctor and Tom to his room. She said they were in big trouble.

Jill and Tom felt sorry and scared. They wished they had listened to Mom and left the pot alone. They learned a hard lesson. The end.",tiny_story,calib
tiny_story:687411,TinyStory 687411,"Once upon a time there was a little girl called Polly. Polly was three years old and she loved to go outside and explore the big world around her. One day while she was out walking, she came to a street.

Polly carefully balanced her way down the street, welcoming each new challenge as she stepped from one foot to the other. Suddenly, a loud car startled her, and she stumbled.

""Oh no!"" shouted Polly, as she fell onto the street. A kind man walked over to help her. 

""Are you alright?"" he asked in a gentle, patient voice.

""Yes,"" said Polly. She was a bit scared, but the man's kind demeanor made her feel better.

The man offered to help Polly get back on her feet and Polly said yes. She held on to him as he balanced her back to safety. 

Unfortunately, the man was not as kind as he seemed. As soon as they reached the other side of the street, he grabbed Polly and ran away. 

Polly cried and screamed but no one was around to save her. She was never seen again.",tiny_story,calib
tiny_story:1184045,TinyStory 1184045,"One day, a cat and a dog were playing. They liked to run and play all day. The cat was fast, and the dog was strong.

The cat said, ""Let's play a game. I will try to catch you, and you will try to catch me. If I catch you, you will go to jail."" The dog agreed, and they started to play.

The dog ran after the cat, but the cat was too fast. The cat caught the dog and took him to jail. The jail was cold, and the dog did not like it.

The dog said, ""Please let me out. I promise to play nice."" The cat thought about it and decided to let the dog out of the cold jail.

They played together and had fun. They learned to be kind and play nice with each other.",tiny_story,calib
tiny_story:842610,TinyStory 842610,"Once upon a time, there was a little bird named Tweetie. Tweetie loved to sing songs all day long. One day, Tweetie saw a big gray cloud in the sky. ""Oh no!"" Tweetie said, ""I think it might rain soon."" 

Just then, Tweetie heard a whisper. ""Don't worry, little bird,"" said a friendly voice. It was a wise old owl named Hootie. ""I know a secret way to keep you dry in the rain."" 

""What is it?"" asked Tweetie. 

Hootie leaned in close and whispered the secret to Tweetie. ""Sing a happy song and the rain will stay away,"" he said. 

Tweetie smiled and began to sing a joyful song. The rain never came and Tweetie was happy and dry. From that day on, Tweetie sang every day and never forgot Hootie's secret.",tiny_story,calib
poem_sum:421,A November Night by Sara Teasdale,"There! See the line of lights, A chain of stars down either side the street -- Why can't you lift the chain and give it to me, A necklace for my throat? I'd twist it round And you could play with it. You smile at me As though I were a little dreamy child Behind whose eyes the fairies live. . . . And see, The people on the street look up at us All envious. We are a king and queen, Our royal carriage is a motor bus, We watch our subjects with a haughty joy. . . . How still you are! Have you been hard at work And are you tired to-night? It is so long Since I have seen you -- four whole days, I think. My heart is crowded full of foolish thoughts Like early flowers in an April meadow, And I must give them to you, all of them, Before they fade. The people I have met, The play I saw, the trivial, shifting things That loom too big or shrink too little, shadows That hurry, gesturing along a wall, Haunting or gay -- and yet they all grow real And take their proper size here in my heart When you have seen them. . . . There's the Plaza now, A lake of light! To-night it almost seems That all the lights are gathered in your eyes, Drawn somehow toward you. See the open park Lying below us with a million lamps Scattered in wise disorder like the stars. We look down on them as God must look down On constellations floating under Him Tangled in clouds. . . . Come, then, and let us walk Since we have reached the park. It is our garden, All black and blossomless this winter night, But we bring April with us, you and I; We set the whole world on the trail of spring. I think that every path we ever took Has marked our footprints in mysterious fire, Delicate gold that only fairies see. When they wake up at dawn in hollow tree-trunks And come out on the drowsy park, they look Along the empty paths and say, ""Oh, here They went, and here, and here, and here! Come, see, Here is their bench, take hands and let us dance About it in a windy ring and make A circle round it only they can cross When they come back again!"" . . . Look at the lake -- Do you remember how we watched the swans That night in late October while they slept? Swans must have stately dreams, I think. But now The lake bears only thin reflected lights That shake a little. How I long to take One from the cold black water -- new-made gold To give you in your hand! And see, and see, There is a star, deep in the lake, a star! Oh, dimmer than a pearl -- if you stoop down Your hand could almost reach it up to me. . . . There was a new frail yellow moon to-night -- I wish you could have had it for a cup With stars like dew to fill it to the brim. . . . How cold it is! Even the lights are cold; They have put shawls of fog around them, see! What if the air should grow so dimly white That we would lose our way along the paths Made new by walls of moving mist receding The more we follow. . . . What a silver night! That was our bench the time you said to me The long new poem -- but how different now, How eerie with the curtain of the fog Making it strange to all the friendly trees! There is no wind, and yet great curving scrolls Carve themselves, ever changing, in the mist. Walk on a little, let me stand here watching To see you, too, grown strange to me and far. . . . I used to wonder how the park would be If one night we could have it all alone -- No lovers with close arm-encircled waists To whisper and break in upon our dreams. And now we have it! Every wish comes true! We are alone now in a fleecy world; Even the stars have gone. We two alone!",poem_sum,calib
