name_of_work,content,source
VIST Story 46554,at this years rally i was on that was to be honored . i sat there in the front staring into the crowd . i could not help but to think what it was that i did to deserve this . my betters thought that in times of peace it was those that got jobs done that where worth rewarding . i took it in stride . it was not my place to differ .,vist:test.story-in-sequence.json:story_46554
VIST Story 46555,here are some flowers i saw on my trip to location . i made sure to buy magnets for all of my friends back home . we went on a cruise on the thames . the cruise was really fun and we got to drink champagne . i saw this sign out in front of a department store .,vist:test.story-in-sequence.json:story_46555
VIST Story 46556,i went for a walk yesterday . there were a lot of interesting things outside . i bought some souvenirs . there was a business lady walking inside the mall . i also bought some t-shirts and hoodies .,vist:test.story-in-sequence.json:story_46556
VIST Story 46557,"we saw beautiful flowers during our trip to location , as well as many other things with which we were not familiar . we bought keychains to bring back home for friends . we walked through the train station and saw many people hurrying to their destination . we could n't leave until we bought a bear from the local stand stationed there .",vist:test.story-in-sequence.json:story_46557
VIST Story 46558,i brought some sunflowers for my blind date . we stopped by the souvenir shop with all the british merchandise . our date then began by heading over to the pier for a boat ride . we got on a had a nice ride around the city along the river . we got off next to a building with the word change next to it .,vist:test.story-in-sequence.json:story_46558
VIST Story 46559,"a tourist takes a picture of sunflowers before entering the gift shop . she then takes picture of all the magnets available . then , she goes outside to watch the boats . two of them catch her eye . she wishes to ride them . after that , she takes a walk around town",vist:test.story-in-sequence.json:story_46559
VIST Story 46560,this parade really shows what it was like over the last 100 years . this car looks like it does not know what year it belongs in . people did not dress like this in 1967 . the band 's uniforms seem to be slightly out of style . at least the band looks less tacky than some of the others .,vist:test.story-in-sequence.json:story_46560
VIST Story 46561,lots of people showed up to the parade we watched the band march then we observed then eating i then posed for pictures then continued watching the band march,vist:test.story-in-sequence.json:story_46561
VIST Story 46562,the rally was preceded by a parade . there was a very interesting restored antique vehicle in the parade . the participants carried a banner at the front of the procession . the participants even wore matching uniforms . everyone was excited as the parade passed by .,vist:test.story-in-sequence.json:story_46562
VIST Story 46563,"the parade of classes at the college is a big day each year . i 'm not sure why the class of 1980 has this old a car to represent it , but that 's the wacky nature of the parade ! my parents were in the class of 1967 . they march every single year . some of the classes have put together marching bands ! the class of 1943 does a barbershop quartet bit , while the class of 1973 has a watermelon theme . i love the parade !",vist:test.story-in-sequence.json:story_46563
VIST Story 46564,the rivalry begins the school is lavished with history 1967 is one of the best years in the schools history everyone takes pride in the events old and young alike enjoy the festivities,vist:test.story-in-sequence.json:story_46564
VIST Story 46565,the graduation ceremony was very long . there were many guest speakers . one after another they got up to deliver their speech . i thought it would never end . the students were very happy to finally receive their diplomas and graduate .,vist:test.story-in-sequence.json:story_46565
VIST Story 46566,"finally graduating college after four long years of studying . family and friend on my graduation day , i have many supporters . amazing men it was an honor and inspiration seeing them on our graduation . our guest speaker the highest paid anchor in organization . receiving my diploma it was an honor and unforgettable one .",vist:test.story-in-sequence.json:story_46566
VIST Story 46567,"this is our keynote speaker , [male] [male] . these are the leaders of our school taking a picture with the keynote speaker . the president of the school gives a brief introduction of the keynote speaker . [male] , is doing his best to excite the crowd during his speech . you can see the graduates excitement , as they enjoy the keynote speaker .",vist:test.story-in-sequence.json:story_46567
VIST Story 46568,graduation at the university was quite the affair . the speakers there were held in high esteem . they were lively and motivating . they spoke powerful and inspired . everyone cheered after .,vist:test.story-in-sequence.json:story_46568
VIST Story 46569,it was christina 's graduation and she was really excited ! so many different students were going to be graduating today . all the school counselors were really excited to be there . they even had a special guest speaker for all of the graduates . [female] was so happy when she finally received her diploma !,vist:test.story-in-sequence.json:story_46569
VIST Story 46570,the graduates to be are nervous as they approach the stage . the daughter celebrates after graduating and receiving her diploma . family members are eager to congratulate the new graduate . friends from school laugh together for the last time before going their separate ways . a small luncheon is held so that family and friends may socialize and celebrate this happy occasion .,vist:test.story-in-sequence.json:story_46570
VIST Story 46571,there are a lot of students graduating this year . everyone of them was so excited . there were a lot of friends and family that came to show support . i had a great time . i am very glad to finally graduate .,vist:test.story-in-sequence.json:story_46571
VIST Story 46572,the young blond girl is graduating today and all her classmates attended . she is so excited to now have her diploma . she takes a picture with her older brother who graduated a year ago . her and her friends are ready to hangout one last time . the graduation after party had lots of finger foods .,vist:test.story-in-sequence.json:story_46572
VIST Story 46573,the class arrives for graduation . they all wait patiently to receive their diplomas . the girl has her picture taken with her sister afterwards . then she poses for a picture with her sister and brother . everyone is so excited for her .,vist:test.story-in-sequence.json:story_46573
VIST Story 46574,"graduation day at last . i 'm so excited to be finished with high school . of course , my boyfriend was there to witness the big day . my siblings were all very excited for me . my sister did a great job of setting up the after party .",vist:test.story-in-sequence.json:story_46574
VIST Story 46575,today we went to our friend krystle jozens 18th birthday party . everything started calmly enough with a little light music and lunch . we moved on to making home made ice cream . as you can see it was a hot day . as the evening went on we played games and won prizes . the birthday boy was dressed up as smurfette and pictures were posted to facebook . we had a blast at the party and have pictures and memories to prove it .,vist:test.story-in-sequence.json:story_46575
VIST Story 46576,"there are empty glasses on the table after everyone has had dinner . people are gathered around talking and catching up with their friends . people are lining up outside to take pictures at the photo booth . outside the photo booth there are many wigs you can pick from to wear , such as a blue wig . the pictures from the photo booth are so fun !",vist:test.story-in-sequence.json:story_46576
VIST Story 46577,the party invitations were creative and colorful . it was held outdoors and indoors . interesting foods made up the menu . friends came dressed in colorful attire . the rsvps were very high for this event .,vist:test.story-in-sequence.json:story_46577
VIST Story 46578,we were treated with drinks before the event started . people were starting to arrive to be a part of something special . they were told to wear red and grey and most people complied . but this woman did n't she decided to wear blue hair . when everyone saw that they wanted to get silly .,vist:test.story-in-sequence.json:story_46578
VIST Story 46579,"my friend [female] 's mother almost does too much for her birthdays . she always has a very fancy meal . she requires a dress code -- -this year it was red and black , with ties for the men . i think [female] sometimes feels a little overwhelmed by all the fuss . her mother has this silly tradition of making her wear a strange colored wig during the party . [female] hated the hello kitty on the guest cards . she has n't been into organization organization since she was seven ! her mother still sees her as a little girl .",vist:test.story-in-sequence.json:story_46579
VIST Story 46580,i was so excited when i arrived at the party with my girlfriend . i found my friends and we started telling stories together . i went out on the water with my girlfriend in a paddle boat . we headed back to the party and relaxed after the tiring paddle boats . we spent the rest of the night having a great time with all of our friends .,vist:test.story-in-sequence.json:story_46580
VIST Story 46581,this is my brother [male] at our family reunion . he brought his wife with him . they got into an argument and she began to avoid him . she spent most of the time with my parents . she also spent some time with my other brother [male] .,vist:test.story-in-sequence.json:story_46581
VIST Story 46582,family and friends gathered at the house . it was a nice warm day . they spent time on paddle boats on the lake . they enjoyed the relaxing atmosphere . they ended the night with a fun board game .,vist:test.story-in-sequence.json:story_46582
VIST Story 46583,a group of friends are getting together for a few drinks . they all get caught up on old times and tell stories . then they go down to the water and out on a pontoon boat . after that they sit and wait for sunset . then after dark they have a few more drinks and a couple more laughs .,vist:test.story-in-sequence.json:story_46583
VIST Story 46584,"a young man is planning a party this weekend for him and his friends . he invited his friends to his lake house for the weekend . they all went out on the lake with a paddle boat , taking turns . once it was getting late , they just hung around the dock and watched the sunset . it was a great night , with friends , the water , and plenty of games .",vist:test.story-in-sequence.json:story_46584
VIST Story 46585,"the recent grad is happy to pose for some photos for her family . her brother is a little upset that he still has years of schooling left before he can celebrate a day like today . her mother is very proud of her daughter graduating college . although her aunts are proud , they are also quick to put a little humor and light heartedness into the celebration . after the photos , they go into the house for more celebrating and cake !",vist:test.story-in-sequence.json:story_46585
VIST Story 46586,"a picture of the happy graduate . the brother of the graduate , he is still in school . a friend of the graduate with a picture to remember the day . friends of the graduate in the picture to remember the day . a picture of the graduation sheet cake/",vist:test.story-in-sequence.json:story_46586
VIST Story 46587,eleni was very proud to be graduating . her family gathered to celebrate . they were also proud of her achievement . everyone enjoyed themselves while celebrating with her . the delicious graduation cake was the perfect end to a fun event .,vist:test.story-in-sequence.json:story_46587
VIST Story 46588,the girl is celebrating her graduation . she went some time with her brother . then she spent some time with her grandmother . everyone is so excited for her . at the end of the party she got to eat cake .,vist:test.story-in-sequence.json:story_46588
VIST Story 46589,"a young girl is graduating from high school today ! her younger brother had to be dragged out of bed to get ready this morning for the ceremony . her mother is so proud today . all of the family was here , in their typical nature . it was a great day of celebration , and a great end with cake !",vist:test.story-in-sequence.json:story_46589
VIST Story 46590,i have a sister named [female] . i recently went to visit her . [female] was graduating from college . her graduating class was quite large . she made many friends there and was sad to say goodbye .,vist:test.story-in-sequence.json:story_46590
VIST Story 46591,i was so excited when my graduation cap and gown arrived in the mail . i could n't believe that i was about to graduate from college . i stood among my peers as the speaker thanked us for our hard work and dedication . the class erupted with celebration as they announced our graduation . i was so happy that all my hard work had finally paid off .,vist:test.story-in-sequence.json:story_46591
VIST Story 46592,"after years of hard work , it was time for her to graduate . it was a major achievement . she wore her cap and gown with pride . as she stood with her fellow classmates , she reflected on her journey . it was a sentimental time .",vist:test.story-in-sequence.json:story_46592
VIST Story 46593,"the day began nice and relaxed , just hanging out on the couch . but that would n't last long . it was graduation day . she was thrilled to walk across that stage . the other students were as well . she and her friends could n't have been any happier .",vist:test.story-in-sequence.json:story_46593
VIST Story 46594,"the girl is getting ready for her graduation . during the commencement , she was so excited . she waited for her name to be called for her diploma . at the end of the ceremony , everyone threw their hats up in the air . finally she is done with school and she is so happy .",vist:test.story-in-sequence.json:story_46594
VIST Story 46595,i have a brother that graduated last weekend . his graduation was a large event . despite being crowded he spotted us in the crowd . family came from all around to congratulate him . later we had a party at the pool .,vist:test.story-in-sequence.json:story_46595
VIST Story 46596,there were a bunch of students gathered at the ceremony yesterday . many people had shown up to give their support to the graduates . the students were very excited to graduate . afterward we all got together for a small party at my house . then we spent some time swimming in the pool .,vist:test.story-in-sequence.json:story_46596
VIST Story 46597,"graduation day has finally arrived . all the students started filing in . he was thrilled to finally be graduation . everyone posed for pictures outside the venue . and to cap off the day , we all hung out at the pool .",vist:test.story-in-sequence.json:story_46597
VIST Story 46598,he was really excited on the graduation day a group photo of the new grads . waving to the cameras during the graduation ceremony posing for the camera with his gay parents celebrating with the family at the swimming pool,vist:test.story-in-sequence.json:story_46598
VIST Story 46599,"he is excited to have graduated from college . a group of graduates stand on the field before their graduation ceremony begins . one graduate waves to his family watching in the stands . one graduate goes out to eat with his dad and uncle . after the ceremony , the family relaxes by the pool .",vist:test.story-in-sequence.json:story_46599
VIST Story 46600,"the kindergarten class gathers to celebrate graduation . as their names are called , each student goes up to receive a diploma . they are each proud of themselves and their friends as they move on to the next chapter in their schooling . each student receives this little diploma showing their achievement . following the ceremony , each child goes to the local water park to celebrate and have fun !",vist:test.story-in-sequence.json:story_46600
VIST Story 46601,all of the children won awards last weekend . they were all very proud to receive them . their parents were also very proud of all of them . afterward they all went to the park to hang out . all of the kids had a great time at the park .,vist:test.story-in-sequence.json:story_46601
VIST Story 46602,"the children lined up for a picture to commemorate their graduation from preschool . when the teacher told them they could take a silly picture too , the kids made silly faces and gestures with glee . finally , they one by one got their diplomas as their parents watched with pride . he was so excited to move onto kindergarten that he could hardly contain himself . the parents celebrated by taking the kids to the water park . they had so much fun .",vist:test.story-in-sequence.json:story_46602
VIST Story 46603,"first grade graduation day . special songs were sung for the parents . the children were very animated and had so much fun ! it was hard to say goodbye to their teacher . they will miss her . she is a very special person . every child received a certificate of graduation . they were so proud . celebrating the last recess of the year , they jumped in the fountains and cooled down in the heat of the summer .",vist:test.story-in-sequence.json:story_46603
VIST Story 46604,"the kids were all lined up and waiting patiently . they were excited it was finally time to start . they were so happy to receive their certificates . this little boy was very proud of his accomplishment . after the awards ceremony , it was time to play outside !",vist:test.story-in-sequence.json:story_46604
VIST Story 46605,the pumpkins were perfectly carved for halloween . dracula was put in front of the house to scare trick or treaters . we went in search of free candy but mom did n't want to wear a costume . the pumpkins looked really scary with lights inside of them . [male] came dressed as the grim reaper .,vist:test.story-in-sequence.json:story_46605
VIST Story 46606,we decorated a little bit for halloween . this included our front porch and pumpkins . we had a chair set outside waiting for visitors with candy . my friend was dressed up waiting in the bushes for people walking by . here is a victim about to get scared .,vist:test.story-in-sequence.json:story_46606
VIST Story 46607,"the pumpkins were laying on the porch . outside the home was a statue that stood tall . the home was very well lit from the outside . when we walked in , we loved the furnishing in the home . we wore creepy masks to hunt candy with .",vist:test.story-in-sequence.json:story_46607
VIST Story 46608,halloween was last night ! we decorated my house with vampire themed stuff . people began showing up around 6pm . the smiths across the street do n't celebrate halloween . [male] came over dressed like a skeleton .,vist:test.story-in-sequence.json:story_46608
VIST Story 46609,these are the jack-o-lanterns we carved that halloween . [female] wanted to put up this scary scarecrow . the first trick-or-treaters arrive after dinner . we started the rounds at [male] 's house . i nearly jumped out of my skin when i saw your mask !,vist:test.story-in-sequence.json:story_46609
VIST Story 46610,we work as volunteers to help feed the community . we help set up the kitchen . and also prepare the food . we enjoy what we do . it really helps people .,vist:test.story-in-sequence.json:story_46610
VIST Story 46611,"we had a great halloween with our friends . everyone was happy and came excited . we tried to make the place as creepy as possible . the food was great , we all ate as much as we could . some people showed up in masks , they were pretty scary .",vist:test.story-in-sequence.json:story_46611
VIST Story 46612,everything was already for our party . [male] is enjoying one of the dishes we prepared . all the ornaments are put up and ready for the party-goers . everyone enjoys a good meal of cake and ice cream . frankenstein enjoyed his cake and ice cream too .,vist:test.story-in-sequence.json:story_46612
VIST Story 46613,we take life as seriously as we are supposed to . when we get together we also take our food just as seriously . having endless rows of good food and friends is the best way to live life to the fullest . nobody said anything about us eating . sometimes it is the best time when you provide meals for others . everyone is welcome in our circle . we feed anyone in need of a good meal .,vist:test.story-in-sequence.json:story_46613
VIST Story 46614,we set up the tables for the halloween party . the first guest to show up was [male] . we set up fun games and prizes to play during the party . other people arrived and got started eating . someone brought a frankenstein mask and passed it around to the guests .,vist:test.story-in-sequence.json:story_46614
VIST Story 46615,the bike race is today and there are many different competitors . there is a twist : people dress up as their favorite book characters . this boy is a wereworlf . there are vampires and other creatures . dr. seuss characters are also popular choices along with superheros . there are also couples who pretend to be pirates sailing their bikes through the stormy seas .,vist:test.story-in-sequence.json:story_46615
VIST Story 46616,"they decided to have a halloween party with some games . there were some unique characters that came by . the pirate team did very well in the race . the kids had their own race that day . finally , the winners were crowned , the two `` things '' from dr. suess .",vist:test.story-in-sequence.json:story_46616
VIST Story 46617,[male] joined a bike race on halloween . [male] wore his werewolf mask and was ready to race . the race and [male] was off to a fast start . there were people cheering on the racers as they went by . [male] did n't win the race and ended up finishing third .,vist:test.story-in-sequence.json:story_46617
VIST Story 46618,we hit the trail on our bike . everyone was dressed up funny for the day . we took jumps and raced each other . afterwards we all just hung out . we spent the day just riding for fun and hanging out .,vist:test.story-in-sequence.json:story_46618
VIST Story 46619,"there was a bicycle event today . some of the bikers even dressed up . this one in particular dressed up as a werewolf . other people had funny looking outfits as well . overall , it was a fun experience .",vist:test.story-in-sequence.json:story_46619
VIST Story 46620,the party had the normal party elements of music and drinking . some of the guests partied harder than others . a few of the guests were lost and in found themselves in the wrong place . normal party activities included drinking too much . maybe driving home is not such a great idea .,vist:test.story-in-sequence.json:story_46620
VIST Story 46621,after driving around the neighborhood for a several minutes we finally found the halloween party . there were a lot of people dressed in strange costumes . they had some scary halloween decorations . there were some people that chose not to dress up . afterward we all danced together .,vist:test.story-in-sequence.json:story_46621
VIST Story 46622,"the drinks were cold and numerous throughout our halloween . there were scary costumes that took a lot of work to design . there were some guys who chose not to dress up at all . as the night went on , shirts came off and the crowd got a little wilder ! luckily we all made it home in one piece with the assistance of designated drivers .",vist:test.story-in-sequence.json:story_46622
VIST Story 46623,halloween was a great night at the bar . they had spooky decorations up . they made fun of anyone not wearing a costume . they danced until dawn . they were exhausted and fell asleep in the car on the way home .,vist:test.story-in-sequence.json:story_46623
VIST Story 46624,"it 's the annual halloween party , i went as a woman . the bar always decorates well . people who do n't dress up get photo bombed . sometimes things get a little hot and steamy at the party . everyone leaves having a good time .",vist:test.story-in-sequence.json:story_46624
VIST Story 46625,"the house is decorated with pink balloons for the girl 's birthday . family members arrive and share food as the birthday party starts . presents are brought and arranged on the table for her to open . the young girl has a sweet tooth so she receives lots of treats and snacks . the family helps her open her presents , showing them off to the camera .",vist:test.story-in-sequence.json:story_46625
VIST Story 46626,a birthday party for a little girl . gifts friends and family brought to the celebration . two cakes that were made for the birthday party . the birthday girl enjoying her present . the invitation that was sent out inviting everyone to the party .,vist:test.story-in-sequence.json:story_46626
VIST Story 46627,"it 's time for the little girl 's birthday party , and mom and dad took great care to make sure everything turned out perfectly . the family showed up , and everyone gathered around the table to talk and laugh . everyone brought presents , and the little girl was so excited to open them ! of course , there were also desserts . there was plenty for everyone . then , it was time to relax and play with all the new toys . what a fun day !",vist:test.story-in-sequence.json:story_46627
VIST Story 46628,a very special young girl her 4th birthday party today . she receives many presents from her visitors . ice cream sandwiches will take the place of a birthday cake at this party . grandpa is helping her open her presents one by one . [female] cadabby was chosen to be the theme for this occasion .,vist:test.story-in-sequence.json:story_46628
VIST Story 46629,"the daughter 's favorite character is displayed on a balloon . gifts and bags are given to show appreciation for the girl . the family wanted the girl to also have an appetite with these delicious cookies . a moment with the father and daughter commemorates the happiness of the occasion . lastly , here is the invitation card that was given out to the invited guests .",vist:test.story-in-sequence.json:story_46629
VIST Story 46630,"bubba and [female] decided to start a duo folk band called the twadles . the twadles performed at retirement homes , and in day care centers . sometimes bars . [female] performed songs she 'd written , and her voice was soft as silk . [female] also played a mean piano . deep soulful ballads are her specialty . last song for every performance is love is a bridge , a song bubba wrote especially for his wife , [female] .",vist:test.story-in-sequence.json:story_46630
VIST Story 46631,"this couple played at the bar recently . the sounded so well together . the female singer had an angelic voice . she not only played the guitar , but then she got behind the keyboard . she rocked a solo . such a great show .",vist:test.story-in-sequence.json:story_46631
VIST Story 46632,i went to see my favorite band play tonight . they played all of my favorite songs . [female] played the guitar through most of the concert . though she switched to keyboards for a while . she can really rock out on the keyboards !,vist:test.story-in-sequence.json:story_46632
VIST Story 46633,we went to see an underground rock show . it was a lot of fun . the singer had a nice voice and the songs where smooth . she played keyboard near the end of the set . for the final song she sang and played guitar .,vist:test.story-in-sequence.json:story_46633
VIST Story 46634,the band was performing tonight . they were in sync today and the crowd was loving it . the leader singer was singing with all her heart . she even played the keyboards . she had her own solo as well .,vist:test.story-in-sequence.json:story_46634
VIST Story 46635,"costume time at our favorite bar , we made sure our costumes were extra lame . some of our friends went out as drunkards , that 's right , drunkards . we put on our best shitty selfie faces whenever our pictures were taken . this guy 's [male] simpson was really shitty , it was kinda scary . but , at least we got to see a creepy frankenstein and an old dude .",vist:test.story-in-sequence.json:story_46635
VIST Story 46636,we had a great costume party this week . all my friends showed up dressed up . some with more clothes than others . masks were aplenty and funny . it was a great party which we will certainly repeat .,vist:test.story-in-sequence.json:story_46636
VIST Story 46637,these two sisters were wild that night . cutest couple of the night award to these two . they were talking about some dirty stuff when i walked over . [male] simpson and pukashell man ! these four did n't understand the holiday at all .,vist:test.story-in-sequence.json:story_46637
VIST Story 46638,its halloween and the couple dressed up . the friends are enjoying each other company . they are so serious . these guys are really enjoying their self . these friends costumes are interesting . it was very good night for all these friends .,vist:test.story-in-sequence.json:story_46638
VIST Story 46639,"friends gathered for a halloween party . some of the costumes showed very little effort on the part of some of the party goers . other party goers did not have costumes at all , and they were not smiling much . then there were the people who tried to put on a good show and they seemed very happy . a group of people put a lot of effort into their costumes , living up to the spirit of the halloween party .",vist:test.story-in-sequence.json:story_46639
VIST Story 46640,it 's almost christmas time . the children begin to open their presents . they really love what they got . our son really likes his new bike . we had a very fun time .,vist:test.story-in-sequence.json:story_46640
VIST Story 46641,just as football practice was finishing up today my parents told m they wanted to go and pick fruits . so we all got in the car and drove several hours away to a place that had fruits to pick . the trees there were so big we needed to use a ladder to get at the fruits . my dad was very hungry after that long drive and he ate a lot of them . afterward my parents bought me a present after the drive home .,vist:test.story-in-sequence.json:story_46641
VIST Story 46642,here our little guy is well dressed for christmas church service ! we had a great time opening presents as a family . he was ecstatic to receive this present ! he loved his big wheel bike ! our family loves spending time outdoors too .,vist:test.story-in-sequence.json:story_46642
VIST Story 46643,the child was raised in a very happy household . him and his brother were given lots of toys for christmas . he got a castle that always wanted . the boy also got a big wheel that he would practice riding . the boy was very happy and loved his family .,vist:test.story-in-sequence.json:story_46643
VIST Story 46644,"our children are growing up fast . looking back on these photos from the 1980 's i can tell how much life has changed . i remember him being so excited to receive masters of the universe castle . his big wheel took him everywhere . but the best memories were not surrounded by toys , but by the ones he loves .",vist:test.story-in-sequence.json:story_46644
VIST Story 46645,a crowded city street that is close to the market . shoppers picking out fruits and veggies at the market . once everything is bought it 's home to prepare dinner . another stand selling a variety of wares . scooter rental shop in case you do n't want to walk .,vist:test.story-in-sequence.json:story_46645
VIST Story 46646,"there 's no better way then enjoying a trip around town during a summer weekend . not only were the markets full with so many products but most had good quality such as the fruits . for some reason , a lot of bikers were present , even on the streets my vehicle was beaten up , but it fits the occasion !",vist:test.story-in-sequence.json:story_46646
VIST Story 46647,"i visited a city in location that was very busy and congested . i went to a market and enjoyed looking at all the stalls . later , i hopped in a bicycle rickshaw pedaled by a local . we went through the city streets and watched the people . finally , the driver allowed me to take his motorized wagon out for a spin .",vist:test.story-in-sequence.json:story_46647
VIST Story 46648,"a year ago a family visited a vietnamese city . the local market was filled with fruits and vegetable of the area . they watched a local chef prepare food with meats and fish . the local fish market sold fish from the waters that surrounded the city . at the end of the day , they rested and watched the local people relax by the side of the road .",vist:test.story-in-sequence.json:story_46648
VIST Story 46649,"the streets of location are very disorganized . however , inside the market , were beautiful displays of fruits and people . the meat market also had an interesting sight . here is the fish market with a wide variety of fish . lastly , we got to see cab drivers taking a break from their hard work .",vist:test.story-in-sequence.json:story_46649
VIST Story 46650,some people went over the top when it came to trying to be scary . a few jack-o-lanterns were reported murdered . some jack-o-lanterns are better looking than others . halloween night even brings them out of the graves . strangers knocking on your door on this night are to be greeted with caution .,vist:test.story-in-sequence.json:story_46650
VIST Story 46651,"the davidsons went all out for halloween last year . they carved jack-o-lanterns , and some were whimsical . some of the jack-o-lanterns were downright scary . there was even a hearse as part of the spooky decorations . neighborhood parents and trick-or-treaters were frighteningly impressed .",vist:test.story-in-sequence.json:story_46651
VIST Story 46652,we went to visit my friend last week . he loves halloween . he always makes the craziest jack-o-lanterns . he really enjoys it . he takes extra time to put up great decorations . all of the kids love going to his house .,vist:test.story-in-sequence.json:story_46652
VIST Story 46653,"it was halloween night , and the family decided to trick-or-treat together . their first stop was a graveyard in their neighbor 's lawn . having made it through safely , they were greeted with an attacked pumpkin on the porch . not to be outdone , the next neighbor had an exaggerated face on her pumpkin - more odd than scary . the last house featured a ghoul enjoying some tombstones . the children were ready to return home . the other relatives at home greeted the team as they returned from their scary visits .",vist:test.story-in-sequence.json:story_46653
VIST Story 46654,"for halloween this year we decorated the entire house in ghosts and pumpkins . for this pumpkin , we carved it out and gave it face before completing destroying to scare people . we painted this pumpkin with makeup on it to make it look like a lady pumpkin . the trick or treat kids were terrified when they saw the skeleton body . while some people ran away from the house we did have people that made it to the front door throughout the night .",vist:test.story-in-sequence.json:story_46654
VIST Story 46655,a view from the top taking in the sites from below . a church waiting for the faithful to arrive . rows and rows of pumpkins for the autumn season . touring a very large mansion while on vacation . dropping into the shops for some nick nacks .,vist:test.story-in-sequence.json:story_46655
VIST Story 46656,"the trains roared by as we waited for our ride . when we arrived to the city , the weather was wonderful . we got to visit many historical buildings . we stopped at a produce stand along the way . at the end of the day , we visited the shops .",vist:test.story-in-sequence.json:story_46656
VIST Story 46657,"i rode the train in to the city one fall day . the town was dressed for fall , with crisp air and changing tree colors . the cathedral at the heart of the town looked especially lovely in the light . a vendor had a bunch of pumpkins out for sale , which i admired . i walked through the streets and admired the architecture and decorations .",vist:test.story-in-sequence.json:story_46657
VIST Story 46658,beautiful view of the majestic gardens . old chapel lying on the hills . new pumpkins everywhere as the season begins . old victorian style castle is an amazing view . shop and a old with old hanging clock adds to the elegance of the area .,vist:test.story-in-sequence.json:story_46658
VIST Story 46659,"this is where everyone met up for the fall halloween tour . our first stop was an old church . next , we got to buy our own pumpkins to carve . our last stop was the giant mansion . we did n't see a ghost , but maybe next time . after the tour , we went out for coffee .",vist:test.story-in-sequence.json:story_46659
VIST Story 46660,"[male] the mermaid commands his minions from his throne . among them are big evil cat face man . finger that thinks people are braille , and subsequently crushes them . and creepy naked monkey cat thingy . for transport , they all share a scooter . the snowglobe decides who gets to use it .",vist:test.story-in-sequence.json:story_46660
VIST Story 46661,"[female] and [male] were stranded in the rain they were able to get bikes to travel . they took the bikes and traded it in for a vespa , and continued to travel around the world . on their downtime they liked to do puzzles . at the end of the trip [male] left [female] for another woman .",vist:test.story-in-sequence.json:story_46661
VIST Story 46662,"a mermaid was stranded on the beach and began to take a nap . he dreamed that a giant , evil cat was going to come and get him . the girl in the dream read braille in order to call for the monkey to save them . the monkey came to help him . the monkey gave the girl a scooter so she could escape the cat .",vist:test.story-in-sequence.json:story_46662
VIST Story 46663,"in the countryside , the torrential rain made travel difficult . in the city , everyone complained about the crowded streets . the fortune teller told her clients that they needed to taste the open road and get away . everyone was dissatisfied with their life but was puzzled as to how to improve it running away seamed like the only answer .",vist:test.story-in-sequence.json:story_46663
VIST Story 46664,"[female] and [male] had to travel through the rain . after a long journey , they asked a man for directions to the bike store . along the way , we took a photo of a nice bike . the journey seemed to be a puzzle because we kept getting lost . however , through the struggle and rain , we found the perfect bike to buy .",vist:test.story-in-sequence.json:story_46664
VIST Story 46665,last night was a lot of fun . i hung out with a bunch of my friends at a house party . there were a lot of people there . some of them were just watching t.v . in the living room . there were also a lot of people outside on the porch . there were some other people playing around in the bedroom .,vist:test.story-in-sequence.json:story_46665
VIST Story 46666,parties at [male] 's place are always a blast . the guys are always down to party . but you better keep [male] away from the cake . the girls are proven party animals themselves . [female] may or may not have had an adult beverage with her [male] grahams that night .,vist:test.story-in-sequence.json:story_46666
VIST Story 46667,"a bunch of friends gathered for a party . they danced barefoot in the kitchen . then they sat on the sofa and talked . afterwards they gathered on the back porch and had fun . finally , they wrestled around on the floor .",vist:test.story-in-sequence.json:story_46667
VIST Story 46668,all the guys at the start of a fun night getting a little dancing on after some drinks they were stuck inside doing homework we were outside enjoying the perfect spring weather things got a little weird,vist:test.story-in-sequence.json:story_46668
VIST Story 46669,"we had some friends over for a graduation party . everyone had a lot of fun and we drank a little bit more than the usual . good thing one us found a box of old donuts , since no one brought any food over . the weather was very nice , so we spent most of the time on the porch . some pictures will definitely remain a secret only to the one attending the party .",vist:test.story-in-sequence.json:story_46669
VIST Story 46670,halloween night . out with friends . downtown is crowded . rubbing shoulders with everyone . met this great couple . they 're getting a little bit too friendly .,vist:test.story-in-sequence.json:story_46670
VIST Story 46671,"these friends were some kind of evil demons and demons . this lady did a great medusa . the halloween party was on , and there were lots of costumes to see . this guy found an interesting way to proposition women . but in the end , no one could compete with this perfect terminator .",vist:test.story-in-sequence.json:story_46671
VIST Story 46672,"we were ready for a night of partying out of the town . apparently , so was the rest of the city ! it was a huge turnout ! we could n't all fit inside , so we just partied on the street . we saw some pretty disturbing costumes . but everyone was obviously having a good time , and that is what we were that for !",vist:test.story-in-sequence.json:story_46672
VIST Story 46673,group photo of us at a halloween festival ! it was crazy packed that night . the city streets were full of costumed drunks ! here is [male] looking for affection ... and he gets his wish !,vist:test.story-in-sequence.json:story_46673
VIST Story 46674,"my friends and i all dressed for a party ! these people stretch on for miles ! such an exciting night everyone is having fun ! look at these crazy characters ! these guys were my favorite , they were so weird !",vist:test.story-in-sequence.json:story_46674
VIST Story 46675,"i got to pick out my first pumpkin to carve , today ! my sister and brother were there , too . i really think my sister got the biggest one out of all of us ! my brother insists his is the best , though . i 'm just happy that i had fun today , and i want to do it again , sometime !",vist:test.story-in-sequence.json:story_46675
