id,dataset_type,name_of_work,content,source
poem_0077,poem,Combustion by Sara Eliza Johnson,"If a human body has two-hundred-and-six bones and thirty trillion cells, and each cell has one hundred trillion atoms, if the spine has thirty-three vertebrae-- if each atom has a shadow--then the lilacs across the yard are nebulae beginning to star. If the fruit flies that settle on the orange on the table rise like the photons from a bomb fire miles away, my thoughts at the moment of explosion are nails suspended in a jar of honey. I peel the orange for you, spread the honey on your toast. When our skin touches our atoms touch, their shadows merging into a shadow galaxy. And if echoes are shadows of sounds, if each hexagonal cell in the body is a dark pool of jelly, if within each cell drones another cell-- The moment the bomb explodes the man's spine bends like its shadow across the road. The moment he loses his hearing I think you are calling me from across the house because my ears start to ring. From the kitchen window I see the lilacs crackling like static as if erasing, teleporting, thousands of bees rising from the blossoms: tiny flames in the sun. I lick the knife and the honey pierces my tongue: a nail made of light. My body is wrapped in honey. When I step outside I become fire.",poem_sum:poemsum_train.csv:row_1228
poem_0078,poem,Nightmare Begins Responsibility by Michael S. Harper,"I place these numbed wrists to the pane watching white uniforms whisk over him in the tube-kept prison fear what they will do in experiment watch my gloved stickshifting gasolined hands breathe boxcar-information-please infirmary tubes distrusting white-pink mending paperthin silkened end hairs, distrusting tubes shrunk in his trunk-skincapped shaven head, in thighs distrusting-white-hands-picking-baboon-light on his son who will not make his second night of this wardstrewn intensive airpocket where his father's asthmatic hymns of night-train, train done gone his mother can only know that he has flown up into essential calm unseen corridor going boxscarred home, mamaborn, sweetsonchild gonedowntown into researchtestingwarehousebatteryacid mama-son-done-gone/me telling her 'nother train tonight, no music, no breathstroked heartbeat in my infinite distrust of them: and of my distrusting self white-doctor-who-breathed-for-him-all-night say it for two sons gone, say nightmare, say it loud panebreaking heartmadness: nightmare begins responsibility.",poem_sum:poemsum_train.csv:row_1397
poem_0079,poem,To See the Rabbit by Alan Brownjohn,"We are going to see the rabbit. We are going to see the rabbit. Which rabbit, people say? Which rabbit , ask the children? Which rabbit? The only rabbit, The only rabbit in England, Sitting behind a barbed-wire fence Under the floodlights, neon lights, Sodium lights, Nibbling grass On the only patch of grass In England, in England (except the grass by the hoardings Which doesn't count.) We are going to see the rabbit And we must be there on time. First we shall go by escalator, Then we shall go by underground, And then we shall go by motorway, And then by helicopterway, And the last 10 yards we shall have to go On foot. And now we are going All the way to see the rabbit, We are nearly there, We are longing to see it, And so is the crowd Which is here in thousands With mounted policemen And big loudspeakers And bands and banners, And everyone has come a long way. But soon we shall see it Sitting and nibbling The blades of grass In - but something has gone wrong! Why is everyone so angry, Why is everyone jostling And slanging and complaining? The rabbit has gone, Yes, the rabbit has gone. He has actually burrowed down into the earth And made himself a warren, under the earth, Despite all these people, And what shall we do? What can we do? It is all a pity, you must be disappointed, Go home and do something for today, Go home again, go home for today. For you cannot hear the rabbit, under the earth, Remarking rather sadly to himself, by himself, As he rests in his warren, under the earth: 'It won't be long, they are bound to come, They are bound to come and find me, even here.'",poem_sum:poemsum_train.csv:row_1069
poem_0080,poem,I Give You Thanks My God by Bernard Dadie,"I give you thanks my God for having created me black For having made of me The total of all sorrows, and set upon my head 5 the World. I wear the livery of the Centaur And I carry the World since the first morning. White is a colour improvised for an occasion Black, the colour of all days 10 And I carry the World since the first night. I am happy with the shape of my head fashioned to carry the World, satisfied with the shape of my nose, 15 Which should breathe all the air of the World, happy with the form of my legs prepared to run through all the stages of the World. I give you thanks my God, for having created me black, 20 for having made of me the total of all sorrows. Thirty-six swords have pierced my heart. Thirty-six brands have burned my body, And my blood on all the calvaries has reddened the snow 25 And my blood from all the east has reddened nature. And yet I am Happy to carry the World, Content with my short arms, with my long legs, 30 with the thickness of my lips. I give you thanks my God, for having created me black, White is a colour for an occasion, Black the colour of all days And I carry the World since the morning of time. 35 And my laughter in the night brought forth day over the World. I give you thanks my God for having created me black",poem_sum:poemsum_train.csv:row_1414
poem_0081,poem,Upon the Table the Tea Turning Cold by Riyas Qurana,"When the Past and the Future met, I created anew a tea-shop there. Placing a table there and two chairs too facing each other I waited for ages. They didn't come. I say it just for the sake of telling. For, none had promised to come. It is here that the complication comes to be. How to continue the poem Recounting the poem from an angle unthought of by you No possibility is seen. Hence, forced to act, I grab at two persons going that way and make them sit in the chairs. One of the, a male The other, female. This simple knot Caused a spark in me. Hurriedly I place a lone cup of tea Upon the table. Now, see there _ a situation has come to be where they can be conceived as lovers. After that I did nothing. But, even if proved that they are no lovers making it impossible to believe it, things took shape on their own Each one suggesting that the other should drink the tea, with none drinking the tea turning cold upon the table is indeed an embarrassing situation between two Strangers. Oh, We know very well. But, doesn't this very situation help many to guess it to be the magical game of love? Both rising leave for their respective work in their different ways. In fact this is how the poem was about to conclude Yet, keeping our Tamil viewers in mind I had changed the verdict as follows: The vapour coming out of the tea-cup upon he table constructed a boundary-line between them. After remaining silent for too long they parted ways - She heading towards Future and he heading toward Past. Here I have also set a melancholic tune only a few can hear it. As I may have to write it twice I have given the climax as the title.",poem_sum:poemsum_train.csv:row_1442
poem_0082,poem,Sonnet 101 by William Shakespeare,"O truant muse, what shall be thy amends For thy neglect of truth in beauty dyed? Both truth and beauty on my love depends; So dost thou too, and therein dignified. Make answer, muse. Wilt thou not haply say ""Truth needs no color with his color fixed, Beauty no pencil beauty's truth to lay; But best is best if never intermixed""? Because he needs no praise, wilt thou be dumb? Excuse not silence so, for 't lies in thee To make him much outlive a gilded tomb And to be praised of ages yet to be. Then do thy office, muse; I teach thee how To make him seem long hence as he shows now.",poem_sum:poemsum_train.csv:row_580
poem_0083,poem,A Photograph by Shirley Toulson,"The cardboard shows me how it was When the two girl cousins went paddling Each one holding one of my mother's hands, And she the big girl - some twelve years or so. All three stood still to smile through their hair At the uncle with the camera, A sweet face My mother's, that was before I was born And the sea, which appears to have changed less Washed their terribly transient feet. Some twenty- thirty- years later She'd laugh at the snapshot. ""See Betty And Dolly,"" she'd say, ""and look how they Dressed us for the beach."" The sea holiday was her past, mine is her laughter. Both wry With the laboured ease of loss Now she's has been dead nearly as many years As that girl lived. And of this circumstance There is nothing to say at all, Its silence silences.",poem_sum:poemsum_train.csv:row_404
poem_0084,poem,O that 'twere possible by Alfred Lord Tennyson,"O that 'twere possible After long grief and pain To find the arms of my true love Round me once again!... A shadow flits before me, Not thou, but like to thee: Ah, Christ! that it were possible For one short hour to see The souls we loved, that they might tell us What and where they be!",poem_sum:poemsum_train.csv:row_1868
poem_0085,poem,A Line-storm Song by Robert Frost,"The line-storm clouds fly tattered and swift, The road is forlorn all day, Where a myriad snowy quartz stones lift, And the hoof-prints vanish away. The roadside flowers, too wet for the bee, Expend their bloom in vain. Come over the hills and far with me, And be my love in the rain. The birds have less to say for themselves In the wood-world's torn despair Than now these numberless years the elves, Although they are no less there: All song of the woods is crushed like some Wild, easily shattered rose. Come, be my love in the wet woods; come, Where the boughs rain when it blows. There is the gale to urge behind And bruit our singing down, And the shallow waters aflutter with wind From which to gather your gown. What matter if we go clear to the west, And come not through dry-shod? For wilding brooch shall wet your breast The rain-fresh goldenrod. Oh, never this whelming east wind swells But it seems like the sea's return To the ancient lands where it left the shells Before the age of the fern; And it seems like the time when after doubt Our love came back amain. Oh, come forth into the storm and rout And be my love in the rain.",poem_sum:poemsum_train.csv:row_1346
poem_0086,poem,Holy Innocents by Christina Rossetti,"Sleep, little Baby, sleep; The holy Angels love thee, And guard thy bed, and keep A blessed watch above thee. No spirit can come near Nor evil beast to harm thee: Sleep, Sweet, devoid of fear Where nothing need alarm thee. The Love which doth not sleep, The eternal Arms surround thee: The Shepherd of the sheep In perfect love hath found thee. Sleep through the holy night, Christ-kept from snare and sorrow, Until thou wake to light And love and warmth to-morrow.",poem_sum:poemsum_train.csv:row_1095
poem_0087,poem,The Bight by Elizabeth Bishop,"At low tide like this how sheer the water is. White, crumbling ribs of marl protrude and glare and the boats are dry, the pilings dry as matches. Absorbing, rather than being absorbed, the water in the bight doesn't wet anything, the color of the gas flame turned as low as possible. One can smell it turning to gas; if one were Baudelaire one could probably hear it turning to marimba music. The little ochre dredge at work off the end of the dock already plays the dry perfectly off-beat claves. The birds are outsize. Pelicans crash into this peculiar gas unnecessarily hard, it seems to me, like pickaxes, rarely coming up with anything to show for it, and going off with humorous elbowings. Black-and-white man-of-war birds soar on impalpable drafts and open their tails like scissors on the curves or tense them like wishbones, till they tremble. The frowsy sponge boats keep coming in with the obliging air of retrievers, bristling with jackstraw gaffs and hooks and decorated with bobbles of sponges. There is a fence of chicken wire along the dock where, glinting like little plowshares, the blue-gray shark tails are hung up to dry for the Chinese-restaurant trade. Some of the little white boats are still piled up against each other, or lie on their sides, stove in, and not yet salvaged, if they ever will be, from the last bad storm, like torn-open, unanswered letters. The bight is littered with old correspondences. Click. Click. Goes the dredge, and brings up a dripping jawful of marl. All the untidy activity continues, awful but cheerful.",poem_sum:poemsum_train.csv:row_1703
poem_0088,poem,The Widening Sky by Edward Hirsch,I am so small walking on the beach at night under the widening sky. The wet sand quickens beneath my feet and the waves thunder against the shore. I am moving away from the boardwalk with its colorful streamers of people and the hotels with their blinking lights. The wind sighs for hundreds of miles. I am disappearing so far into the dark I have vanished from sight. I am a tiny seashell that has secretly drifted ashore and carries the sound of the ocean surging through its body. I am so small now no one can see me. How can I be filled with such a vast love?,poem_sum:poemsum_train.csv:row_1305
poem_0089,poem,Supple Cord by Naomi Shihab Nye,"My brother, in his small white bed, held one end. I tugged the other to signal I was still awake. We could have spoken, could have sung to one another, we were in the same room for five years, but the soft cord with its little frayed ends connected us in the dark, gave comfort even if we had been bickering all day. When he fell asleep first and his end of the cord dropped to the floor, I missed him terribly, though I could hear his even breath and we had such long and separate lives ahead.",poem_sum:poemsum_train.csv:row_642
poem_0090,poem,Patience Taught By Nature by Elizabeth Barrett Browning,"""O Dreary life!"" we cry, ""O dreary life!"" And still the generations of the birds Sing through our sighing, and the flocks and herds Serenely live while we are keeping strife With Heaven's true purpose in us, as a knife Against which we may struggle. Ocean girds Unslackened the dry land: savannah-swards Unweary sweep: hills watch, unworn; and rife Meek leaves drop yearly from the forest-trees, To show, above, the unwasted stars that pass In their old glory. O thou God of old! Grant me some smaller grace than comes to these;-- But so much patience, as a blade of grass Grows by contented through the heat and cold.",poem_sum:poemsum_train.csv:row_1503
poem_0091,poem,Let Me Not Forget by Rabindranath Tagore,"If it is not my portion to meet thee in this life then let me ever feel that I have missed thy sight ---let me not forget for a moment, let me carry the pangs of this sorrow in my dreams and in my wakeful hours. As my days pass in the crowded market of this world and my hands grow full with the daily profits, let me ever feel that I have gained nothing ---let me not forget for a moment, let me carry the pangs of this sorrow in my dreams and in my wakeful hours. When I sit by the roadside, tired and panting, when I spread my bed low in the dust, let me ever feel that the long journey is still before me ---let me not forget a moment, let me carry the pangs of this sorrow in my dreams and in my wakeful hours. When my rooms have been decked out and the flutes sound and the laughter there is loud, let me ever feel that I have not invited thee to my house ---let me not forget for a moment, let me carry the pangs of this sorrow in my dreams and in my wakeful hours",poem_sum:poemsum_train.csv:row_967
poem_0092,poem,Spellbound by Emily Bronte,"The night is darkening round me, The wild winds coldly blow; But a tyrant spell has bound me And I cannot, cannot go. The giant trees are bending Their bare boughs weighed with snow. And the storm is fast descending, And yet I cannot go. Clouds beyond clouds above me, Wastes beyond wastes below; But nothing drear can move me; I will not, cannot go.",poem_sum:poemsum_train.csv:row_1350
poem_0093,poem,Ragged Island by Edna St. Vincent Millay,"There, there where those black spruces crowd To the edge of the precipitous cliff, Above your boat, under the eastern wall of the island; And no wave breaks; as if All had been done, and long ago, that needed Doing; and the cold tide, unimpeded By shoal or shelving ledge, moves up and down, Instead of in and out; And there is no driftwood there, because there is no beach; Clean cliff going down as deep as clear water can reach; No driftwood, such as abounds on the roaring shingle, To be hefted home, for fires in the kitchen stove; Barrels, banged ashore about the boiling outer harbor; Lobster-buoys, on the eel-grass of the sheltered cove: There, thought unbraids itself, and the mind becomes single. There you row with tranquil oars, and the ocean Shows no scar from the cutting of your placid keel; Care becomes senseless there; pride and promotion Remote; you only look; you scarcely feel. Even adventure, with its vital uses, Is aimless ardour now; and thrift is waste. Oh, to be there, under the silent spruces, Where the wide, quiet evening darkens without haste Over a sea with death acquainted, yet forever chaste.",poem_sum:poemsum_train.csv:row_1013
poem_0094,poem,The Hill We Climb by Amanda Gorman,"When day comes, we ask ourselves, where can we find light in this never-ending shade? The loss we carry. A sea we must wade. We braved the belly of the beast. We've learned that quiet isn't always peace, and the norms and notions of what ""just"" is isn't always justice. And yet the dawn is ours before we knew it. Somehow we do it. Somehow we weathered and witnessed a nation that isn't broken, but simply unfinished. We, the successors of a country and a time where a skinny Black girl descended from slaves and raised by a single mother can dream of becoming president, only to find herself reciting for one. And, yes, we are far from polished, far from pristine, but that doesn't mean we are striving to form a union that is perfect. We are striving to forge our union with purpose. To compose a country committed to all cultures, colors, characters and conditions of man. And so we lift our gaze, not to what stands between us, but what stands before us. We close the divide because we know to put our future first, we must first put our differences aside. We lay down our arms so we can reach out our arms to one another. We seek harm to none and harmony for all. Let the globe, if nothing else, say this is true. That even as we grieved, we grew. That even as we hurt, we hoped. That even as we tired, we tried. That we'll forever be tied together, victorious. Not because we will never again know defeat, but because we will never again sow division. Scripture tells us to envision that everyone shall sit under their own vine and fig tree, and no one shall make them afraid. If we're to live up to our own time, then victory won't lie in the blade, but in all the bridges we've made. That is the promise to glade, the hill we climb, if only we dare. It's because being American is more than a pride we inherit. It's the past we step into and how we repair it. We've seen a force that would shatter our nation, rather than share it. Would destroy our country if it meant delaying democracy. And this effort very nearly succeeded. But while democracy can be periodically delayed, it can never be permanently defeated. In this truth, in this faith we trust, for while we have our eyes on the future, history has its eyes on us. This is the era of just redemption. We feared at its inception. We did not feel prepared to be the heirs of such a terrifying hour. But within it we found the power to author a new chapter, to offer hope and laughter to ourselves. So, while once we asked, how could we possibly prevail over catastrophe, now we assert, how could catastrophe possibly prevail over us? We will not march back to what was, but move to what shall be: a country that is bruised but whole, benevolent but bold, fierce and free. We will not be turned around or interrupted by intimidation because we know our inaction and inertia will be the inheritance of the next generation, become the future. Our blunders become their burdens. But one thing is certain. If we merge mercy with might, and might with right, then love becomes our legacy and change our children's birthright. So let us leave behind a country better than the one we were left. Every breath from my bronze-pounded chest, we will raise this wounded world into a wondrous one. We will rise from the golden hills of the West. We will rise from the windswept Northeast where our forefathers first realized revolution. We will rise from the lake-rimmed cities of the Midwestern states. We will rise from the sun-baked South. We will rebuild, reconcile, and recover. And every known nook of our nation and every corner called our country, our people diverse and beautiful, will emerge battered and beautiful. When day comes, we step out of the shade of flame and unafraid. The new dawn balloons as we free it. For there is always light, if only we're brave enough to see it. If only we're brave enough to be it.",poem_sum:poemsum_train.csv:row_1250
poem_0095,poem,"Song: Love, a child, is ever crying by Lady Mary Wroth","LOVE, a child, is ever crying; Please him, and he straight is flying; Give him, he the more is craving, Never satisfied with having. His desires have no measure; Endless folly is his treasure; What he promiseth he breaketh; Trust not one word that he speaketh. He vows nothing but false matter; And to cozen you will flatter; Let him gain the hand, he'll leave you And still glory to deceive you. He will triumph in your wailing; And yet cause be of your failing: These his virtues are, and slighter Are his gifts, his favours lighter. Feathers are as firm in staying; Wolves no fiercer in their preying; As a child then, leave him crying; Nor seek him so given to flying.",poem_sum:poemsum_train.csv:row_996
poem_0096,poem,Amateur Fighter by Natasha Trethewey,"What's left is the tiny gold glove hanging from his key chain. But, before that, he had come to boxing, as a boy, out of necessity--one more reason to stay away from home, go late to that cold house and dinner alone in the dim kitchen. Perhaps he learned just to box a stepfather, then turned that anger into a prize at the Halifax gym. Later, in New Orleans, there were the books he couldn't stop reading. A scholar, his eyes weakening. Fighting, then, a way to live dangerously. He'd leave his front tooth out for pictures so that I might understand living meant suffering, loss. Really living meant taking risks, so he swallowed a cockroach in a bar on a dare, dreamt of being a bullfighter. And at the gym on Tchoupitoulas Street, he trained his fists to pound into a bag the fury contained in his gentle hands. The red headgear, hiding his face, could make me think he was someone else, that my father was somewhere else, not here holding his body up to pain",poem_sum:poemsum_train.csv:row_427
poem_0097,poem,Bored by Margaret Atwood,"All those times I was bored out of my mind. Holding the log while he sawed it. Holding the string while he measured, boards, distances between things, or pounded stakes into the ground for rows and rows of lettuces and beets, which I then (bored) weeded. Or sat in the back of the car, or sat still in boats, sat, sat, while at the prow, stern, wheel he drove, steered, paddled. It wasn't even boredom, it was looking, looking hard and up close at the small details. Myopia. The worn gunwales, the intricate twill of the seat cover. The acid crumbs of loam, the granular pink rock, its igneous veins, the sea-fans of dry moss, the blackish and then the graying bristles on the back of his neck. Sometimes he would whistle, sometimes I would. The boring rhythm of doing things over and over, carrying the wood, drying the dishes. Such minutiae. It's what the animals spend most of their time at, ferrying the sand, grain by grain, from their tunnels, shuffling the leaves in their burrows. He pointed such things out, and I would look at the whorled texture of his square finger, earth under the nail. Why do I remember it as sunnier all the time then, although it more often rained, and more birdsong? I could hardly wait to get the hell out of there to anywhere else. Perhaps though boredom is happier. It is for dogs or groundhogs. Now I wouldn't be bored. Now I would know too much. Now I would know.",poem_sum:poemsum_train.csv:row_958
poem_0098,poem,In the Bleak Midwinter by Christina Rossetti,"In the bleak midwinter, frosty wind made moan, Earth stood hard as iron, water like a stone; Snow had fallen, snow on snow, snow on snow, In the bleak midwinter, long ago. Our God, Heaven cannot hold Him, nor earth sustain; Heaven and earth shall flee away when He comes to reign. In the bleak midwinter a stable place sufficed The Lord God Almighty, Jesus Christ. Enough for Him, whom cherubim, worship night and day, Breastful of milk, and a mangerful of hay; Enough for Him, whom angels fall before, The ox and ass and camel which adore. Angels and archangels may have gathered there, Cherubim and seraphim thronged the air; But His mother only, in her maiden bliss, Worshipped the beloved with a kiss. What can I give Him, poor as I am? If I were a shepherd, I would bring a lamb; If I were a Wise Man, I would do my part; Yet what I can I give Him: give my heart.",poem_sum:poemsum_train.csv:row_1756
poem_0099,poem,Small Towns and The River by Mamang Dai,"Small towns always remind me of death. My hometown lies calmly amidst the trees, it is always the same, in summer or winter, with the dust flying, or the wind howling down the gorge. Just the other day someone died. In the dreadful silence we wept looking at the sad wreath of tuberoses. Life and death, life and death, only the rituals are permanent. The river has a soul. In the summer it cuts through the land like a torrent of grief. Sometimes, sometimes, I think it holds its breath seeking a land of fish and stars The river has a soul. It knows, stretching past the town, from the first drop of rain to dry earth and mist on the mountaintops, the river knows the immortality of water. A shrine of happy pictures marks the days of childhood. Small towns grow with anxiety for the future. The dead are placed pointing west. When the soul rises it will walk into the golden east, into the house of the sun. In the cool bamboo, restored in sunlight, life matters, like this. In small towns by the river we all want to walk with the gods.",poem_sum:poemsum_train.csv:row_1785
poem_0100,poem,Ode to Evening by William Collins,"If aught of oaten stop, or past'ral song, May hope, chaste Eve, to soothe thy modest ear, Like thy own solemn springs, Thy springs and dying gales, O nymph reserved, while now the bright-haired sun Sits in yon western tent, whose cloudy skirts, With brede ethereal wove, O'erhang his wavy bed; Now air is hushed, save where the weak-ey'd bat With short shrill shriek flits by on leathern wing, Or where the beetle winds His small but sullen horn As oft he rises 'midst the twilight path Against the pilgrim, borne in heedless hum: Now teach me, maid composed, To breathe some softened strain, Whose numbers stealing through thy dark'ning vale May not unseemly with its stillness suit, As musing slow, I hail Thy genial loved return. For when thy folding star arising shows His paly circlet, at his warning lamp The fragrant Hours, and elves Who slept in flowers the day, And many a nymph who wreathes her brows with sedge And sheds the fresh'ning dew, and lovelier still, The pensive pleasures sweet Prepare thy shad'wy car. Then lead, calm votress, where some sheety lake Cheers the lone heath, or some time-hallowed pile Or upland fallows grey Reflect its last cool gleam. But when chill blust'ring winds, or driving rain, Forbid my willing feet, be mine the hut That from the mountain's side Views wilds, and swelling floods, And hamlets brown, and dim-discovered spires, And hears their simple bell, and marks o'er all Thy dewy fingers draw The gradual dusky veil. While Spring shall pour his showers, as oft he wont, And bathe thy breathing tresses, meekest Eve; While Summer loves to sport Beneath thy ling'ring light; While sallow Autumn fills thy lap with leaves; Or Winter, yelling through the troublous air, Affrights thy shrinking train And rudely rends thy robes; So long, sure-found beneath the sylvan shed, Shall Fancy, Friendship, Science, rose-lipp'd Health, Thy gentlest influence own, And hymn thy fav'rite name!",poem_sum:poemsum_train.csv:row_270
poem_0101,poem,If You Forget Me by Pablo Neruda,"I want you to know one thing. You know how this is: if I look at the crystal moon, at the red branch of the slow autumn at my window, if I touch near the fire the impalpable ash or the wrinkled body of the log, everything carries me to you, as if everything that exists, aromas, light, metals, were little boats that sail toward those isles of yours that wait for me. Well, now, if little by little you stop loving me I shall stop loving you little by little. If suddenly you forget me do not look for me, for I shall already have forgotten you. If you think it long and mad, the wind of banners that passes through my life, and you decide to leave me at the shore of the heart where I have roots, remember that on that day, at that hour, I shall lift my arms and my roots will set off to seek another land. But if each day, each hour, you feel that you are destined for me with implacable sweetness, if each day a flower climbs up to your lips to seek me, ah my love, ah my own, in me all that fire is repeated, in me nothing is extinguished or forgotten, my love feeds on your love, beloved, and as long as you live it will be in your arms without leaving mine.",poem_sum:poemsum_train.csv:row_195
poem_0102,poem,"Behold that tree, in Autumn's dim decay by Anna Seward","Behold that tree, in Autumn's dim decay, Stripped by the frequent, chill, and eddying wind; Where yet some yellow, lonely leaves we find Lingering and trembling on the naked spray, Twenty, perchance, for millions whirled away! Emblem, also! too just, of humankind! Vain man expects longevity, designed For few indeed; and their protracted day What is it worth that Wisdom does not scorn? The blasts of sickness, care, and grief appal, That laid the friends in dust, whose natal morn Rose near their own; and solemn is the call; Yet, like those weak deserted leaves forlorn, Shivering they cling to life, and fear to fall!",poem_sum:poemsum_train.csv:row_529
poem_0103,poem,"After Prayers, Lie Cold by C.S. Lewis","Arise my body, my small body, we have striven Enough, and He is merciful; we are forgiven. Arise small body, puppet-like and pale, and go, White as the bed-clothes into bed, and cold as snow, Undress with small, cold fingers and put out the light, And be alone, hush'd mortal, in the sacred night, -A meadow whipt flat with the rain, a cup Emptied and clean, a garment washed and folded up, Faded in colour, thinned almost to raggedness By dirt and by the washing of that dirtiness. Be not too quickly warm again. Lie cold; consent To weariness' and pardon's watery element. Drink up the bitter water, breathe the chilly death; Soon enough comes the riot of our blood and breath.",poem_sum:poemsum_train.csv:row_715
poem_0104,poem,"Belle Isle, 1949 by Philip Levine","We stripped in the first warm spring night and ran down into the Detroit River to baptize ourselves in the brine of car parts, dead fish, stolen bicycles, melted snow. I remember going under hand in hand with a Polish highschool girl I'd never seen before, and the cries our breath made caught at the same time on the cold, and rising through the layers of darkness into the final moonless atmosphere that was this world, the girl breaking the surface after me and swimming out on the starless waters towards the lights of Jefferson Ave. and the stacks of the old stove factory unwinking. Turning at last to see no island at all but a perfect calm dark as far as there was sight, and then a light and another riding low out ahead to bring us home, ore boats maybe, or smokers walking alone. Back panting to the gray coarse beach we didn't dare fall on, the damp piles of clothes, and dressing side by side in silence to go back where we came from.",poem_sum:poemsum_train.csv:row_1285
poem_0105,poem,I Invite My Parents to a Dinner Party by Chen Chen,"In the invitation, I tell them for the seventeenth time (the fourth in writing), that I am gay. In the invitation, I include a picture of my boyfriend & write, You've met him two times. But this time, you will ask him things other than can you pass the whatever. You will ask him about him. You will enjoy dinner. You will be enjoyable. Please RSVP. They RSVP. They come. They sit at the table & ask my boyfriend the first of the conversation starters I slip them upon arrival: How is work going? I'm like the kid in Home Alone, orchestrating every movement of a proper family, as if a pair of scary yet deeply incompetent burglars is watching from the outside. My boyfriend responds in his chipper way. I pass my father a bowl of fish ball soup--So comforting, isn't it? My mother smiles her best Sitting with Her Son's Boyfriend Who Is a Boy Smile. I smile my Hurray for Doing a Little Better Smile. Everyone eats soup. Then, my mother turns to me, whispers in Mandarin, Is he coming with you for Thanksgiving? My good friend is & she wouldn't like this. I'm like the kid in Home Alone, pulling on the string that makes my cardboard mother more motherly, except she is not cardboard, she is already, exceedingly my mother. Waiting for my answer. While my father opens up a Boston Globe, when the invitation clearly stated: No security blankets. I'm like the kid in Home Alone, except the home is my apartment, & I'm much older, & not alone, & not the one who needs to learn, has to--Remind me what's in that recipe again, my boyfriend says to my mother, as though they have always, easily talked. As though no one has told him many times, what a nonlinear slapstick meets slasher flick meets psychological pit he is now co-starring in. Remind me, he says to our family.",poem_sum:poemsum_train.csv:row_1257
poem_0106,poem,Diary of a Church Mouse by John Betjeman,"Here among long-discarded cassocks, Damp stools, and half-split open hassocks, Here where the vicar never looks I nibble through old service books. Lean and alone I spend my days Behind this Church of England baize. I share my dark forgotten room With two oil-lamps and half a broom. The cleaner never bothers me, So here I eat my frugal tea. My bread is sawdust mixed with straw; My jam is polish for the floor. Christmas and Easter may be feasts For congregations and for priests, And so may Whitsun. All the same, They do not fill my meagre frame. For me the only feast at all Is Autumn's Harvest Festival, When I can satisfy my want With ears of corn around the font. I climb the eagle's brazen head To burrow through a loaf of bread. I scramble up the pulpit stair And gnaw the marrows hanging there. It is enjoyable to taste These items ere they go to waste, But how annoying when one finds That other mice with pagan minds Come into church my food to share Who have no proper business there. Two field mice who have no desire To be baptized, invade the choir. A large and most unfriendly rat Comes in to see what we are at. He says he thinks there is no God And yet he comes ... it's rather odd. This year he stole a sheaf of wheat (It screened our special preacher's seat), And prosperous mice from fields away Come in to hear our organ play, And under cover of its notes Ate through the altar's sheaf of oats. A Low Church mouse, who thinks that I Am too papistical, and High, Yet somehow doesn't think it wrong To munch through Harvest Evensong, While I, who starve the whole year through, Must share my food with rodents who Except at this time of the year Not once inside the church appear. Within the human world I know Such goings-on could not be so, For human beings only do What their religion tells them to. They read the Bible every day And always, night and morning, pray, And just like me, the good church mouse, Worship each week in God's own house, But all the same it's strange to me How very full the church can be With people I don't see at all Except at Harvest Festival.",poem_sum:poemsum_train.csv:row_68
poem_0107,poem,Flower On the Road by Chitra Padmanabhan,"Spring has come, said the bougainvillea Crimson, orange, cream and yellow Making a flower wall along the road I bring happiness to all. Wait, said the little flower on the edge of the kerb I, too, blossom though I am small Every now and then a little child walks past, sees me at her height And happily smiles. Doesn't that make us comrades on the road!",poem_sum:poemsum_train.csv:row_770
poem_0108,poem,Two Lines from the Brothers Grimm by Gregory Orr,"Now we must get up quickly, dress ourselves, and run away. Because it surrounds us, because they are coming with wolves on leashes, because I stood just now at the window and saw the wall of hills on fire. They have taken our parents away. Downstairs in the half dark, two strangers move about, lighting the stove.",poem_sum:poemsum_train.csv:row_1823
poem_0109,poem,There May Be Chaos Still Around The World by George Santayana,"There may be chaos still around the world, This little world that in my thinking lies; For mine own bosom is the paradise Where all my life's fair visions are unfurled. Within my nature's shell I slumber curled, Unmindful of the changing outer skies, Where now, perchance, some new-born Eros flies, Or some old Cronos from his throne is hurled. I heed them not; or if the subtle night Haunt me with deities I never saw, I soon mine eyelid's drowsy curtain draw To hide their myriad faces from my sight. They threat in vain; the whirlwind cannot awe A happy snow-flake dancing in the flaw.",poem_sum:poemsum_train.csv:row_284
poem_0110,poem,Myxomatosis by Philip Larkin,"Caught in the center of a soundless field While hot inexplicable hours go by What trap is this? Where were its teeth concealed? You seem to ask. I make a sharp reply, Then clean my stick. I'm glad I can't explain Just in what jaws you were to suppurate: You may have thought things would come right again If you could only keep quite still and wait.",poem_sum:poemsum_train.csv:row_1838
poem_0111,poem,Beautiful Old Age by D.H. Lawrence,"It ought to be lovely to be old to be full of the peace that comes of experience and wrinkled ripe fulfilment. The wrinkled smile of completeness that follows a life lived undaunted and unsoured with accepted lies they would ripen like apples, and be scented like pippins in their old age. Soothing, old people should be, like apples when one is tired of love. Fragrant like yellowing leaves, and dim with the soft stillness and satisfaction of autumn. And a girl should say: It must be wonderful to live and grow old. Look at my mother, how rich and still she is! - And a young man should think: By Jove my father has faced all weathers, but it's been a life!",poem_sum:poemsum_train.csv:row_1799
